order_id,customer_id,order_date,ship_date,delivery_date,customer_name,customer_segment,customer_country,customer_city,customer_region,order_status,total_items,unique_products,subtotal,discount_amount,shipping_cost,tax_amount,total_order_value,profit,shipping_method,delivery_status,payment_method,payment_status,sales_channel,customer_acquisition_channel,campaign
ORD1049503,CUST129840,2024-08-07,2024-08-07,2024-08-08,amy garza,consumer,united states,chicago,north america,delivered,5,2,155.0,0.0,13.21,10.85,179.06,64.19,express,on time,credit card,paid,marketplace,paid ads,loyalty_rewards
ORD1049504,CUST112770,2026-01-13,2026-01-13,2026-01-16,patrick gill,consumer,united states,houston,north america,delivered,2,2,30.37,0.0,6.78,2.13,39.28,8.73,standard,on time,debit card,paid,website,direct,
ORD1049505,CUST114744,2024-03-25,2024-03-26,2024-03-28,courtney west,consumer,united kingdom,london,europe,delivered,6,6,35.7,7.45,17.7,5.65,51.6,4.95,express,delayed,credit card,paid,mobile app,organic search,
ORD1049506,CUST131227,2024-05-22,2024-05-22,2024-05-25,stuart wall,consumer,united kingdom,birmingham,europe,delivered,3,3,67.22,17.799999999999997,6.36,9.88,65.66,7.32,standard,on time,credit card,paid,mobile app,referral,
ORD1049507,CUST107892,2024-02-11,2024-02-13,2024-02-16,victor proctor,consumer,germany,hamburg,europe,delivered,3,3,157.82,0.0,7.14,29.99,194.95,56.39,standard,on time,gift card,paid,mobile app,organic search,
ORD1049508,CUST122619,2025-08-13,2025-08-14,2025-08-17,alyssa jennings,corporate,united states,chicago,north america,delivered,2,2,30.76,9.07,6.3,1.52,29.51,5.7,standard,on time,paypal,paid,website,paid ads,
ORD1049509,CUST123546,2024-07-29,2024-07-31,2024-08-05,alexandria wise,consumer,united states,new york,north america,delivered,4,4,100.09,9.42,7.17,6.35,104.19,21.69,standard,delayed,credit card,paid,website,email marketing,
ORD1049510,CUST107307,2025-05-29,,,stephen hawkins,consumer,germany,berlin,europe,cancelled,1,1,28.67,2.17,6.74,5.04,38.28,6.28,standard,not shipped,credit card,failed,mobile app,organic search,
ORD1049511,CUST101039,2025-01-24,2025-01-25,2025-02-02,bradley montgomery,consumer,united states,los angeles,north america,delivered,4,4,41.93,9.16,4.82,2.29,39.88,7.72,economy,on time,credit card,paid,website,organic search,
ORD1049512,CUST121540,2024-01-15,2024-01-16,2024-01-18,jordan reed,consumer,united states,los angeles,north america,delivered,3,3,44.06,0.0,6.6,3.08,53.74,19.07,standard,on time,debit card,paid,mobile app,paid ads,
ORD1049513,CUST117302,2026-07-26,,,lindsey romero,consumer,united kingdom,birmingham,europe,processing,3,3,81.13,0.0,6.170000000000005,16.23,103.53,30.39,standard,not shipped,credit card,pending,mobile app,social media,
ORD1049514,CUST106836,2025-07-27,2025-07-27,2025-07-27,matthew taylor,consumer,united states,houston,north america,delivered,2,2,75.05,0.0,25.75,5.25,106.05,35.25,same-day,on time,paypal,paid,social media,organic search,
ORD1049515,CUST121582,2024-10-31,2024-10-31,,adrian hammond,consumer,united states,chicago,north america,shipped,5,5,157.96,0.0,6.82,11.06,175.84,67.56,standard,in transit,credit card,paid,social media,social media,
ORD1049516,CUST129186,2025-12-14,2025-12-14,2025-12-15,michelle valdez,consumer,canada,toronto,north america,returned,3,3,60.38,0.0,13.25,7.85,81.48,28.2,express,returned,bank transfer,refunded,mobile app,referral,
ORD1049517,CUST119863,2025-03-07,,,gabrielle wagner,consumer,united states,houston,north america,processing,3,2,39.55,11.82,4.2,1.94,33.87,0.29,economy,not shipped,credit card,pending,mobile app,paid ads,blackfriday24
ORD1049518,CUST124875,2025-04-09,2025-04-11,2025-04-15,kyle hays,consumer,germany,hamburg,europe,returned,2,2,393.22,24.15,0.0,70.12,439.19,166.36,standard,returned,gift card,refunded,social media,paid ads,blackfriday24
ORD1049519,CUST130114,2026-02-23,2026-02-23,2026-02-25,daniel thomas,consumer,united states,houston,north america,delivered,4,3,144.58,12.55,6.37,9.24,147.64,30.54,standard,on time,paypal,paid,social media,paid ads,summer_sale24
ORD1049520,CUST114536,2025-02-13,2025-02-14,2025-02-19,craig casey,corporate,united states,houston,north america,delivered,4,3,235.79,0.0,0.0,16.51,252.3,107.74,standard,delayed,paypal,paid,website,email marketing,
ORD1049521,CUST128416,2025-08-17,2025-08-18,2025-08-20,robert smith,corporate,united kingdom,birmingham,europe,returned,5,4,69.43,13.63,17.09,11.16,84.05,10.4,express,returned,paypal,refunded,mobile app,referral,
ORD1049522,CUST116412,2026-08-28,2026-08-30,2026-09-01,mrs. rhonda turner,consumer,united states,los angeles,north america,delivered,1,1,30.95,7.4,7.99,1.65,33.19,6.85,standard,on time,debit card,paid,mobile app,organic search,
ORD1049523,CUST123771,2026-01-03,,,jorge morrison,consumer,australia,brisbane,oceania,processing,3,2,50.11,7.5,5.89,4.26,52.76,11.65,standard,not shipped,debit card,paid,marketplace,referral,
ORD1049524,CUST130875,2026-03-24,2026-03-24,2026-03-26,emily sanchez,consumer,germany,munich,europe,returned,5,5,160.8,41.34,0.0,22.7,142.16,6.56,express,returned,credit card,refunded,social media,social media,
ORD1049525,CUST107997,2025-02-20,2025-02-20,2025-02-21,anthony meza,corporate,united states,chicago,north america,delivered,2,2,49.14,9.91,15.58,2.75,57.56,10.57,express,on time,debit card,paid,website,organic search,
ORD1049526,CUST112295,2024-09-20,2024-09-20,2024-09-22,joseph white,corporate,united states,chicago,north america,delivered,5,2,193.11,0.0,5.21,13.52,211.84,66.27,standard,on time,debit card,paid,marketplace,organic search,
ORD1049527,CUST114941,2025-06-03,2025-06-03,2025-06-08,james lawrence,consumer,united states,new york,north america,delivered,4,4,124.89,9.86,0.0,8.05,123.08,48.01,standard,on time,credit card,paid,website,email marketing,
ORD1049528,CUST112823,2025-06-14,2025-06-14,2025-06-18,darrell ortega,corporate,canada,montreal,north america,delivered,2,2,55.09,0.0,3.62,7.16,65.87,24.73,economy,on time,credit card,paid,website,referral,
ORD1049529,CUST100909,2024-03-08,2024-03-10,,shelley mayer,small business,united kingdom,london,europe,shipped,3,2,45.67,11.89,5.24,6.76,45.78,2.52,standard,in transit,credit card,paid,social media,paid ads,
ORD1049530,CUST113539,2025-05-22,2025-05-22,2025-05-24,ernest buchanan,consumer,united kingdom,manchester,europe,returned,5,3,92.78,0.0,14.37,18.56,125.71,42.5,express,returned,paypal,refunded,marketplace,paid ads,blackfriday24
ORD1049531,CUST105105,2026-05-06,,,joshua williams,consumer,germany,hamburg,europe,cancelled,3,2,105.29,13.15,0.0,17.51,109.65,29.7,standard,not shipped,bank transfer,failed,website,paid ads,
ORD1049532,CUST103972,2024-04-09,2024-04-10,2024-04-13,mark hernandez,consumer,canada,toronto,north america,delivered,4,2,97.68,0.0,5.03,12.7,115.41,29.65,standard,on time,debit card,paid,mobile app,referral,
ORD1049533,CUST121716,2024-08-06,2024-08-07,2024-08-12,matthew cooper,corporate,united kingdom,london,europe,delivered,3,3,212.13,59.33,6.6,30.56,189.96,46.05,standard,on time,debit card,paid,website,paid ads,blackfriday25
ORD1049534,CUST128813,2024-12-22,,,erika perez,corporate,united kingdom,manchester,europe,processing,4,3,54.0,0.0,5.07,10.8,69.87,23.29,standard,not shipped,credit card,paid,mobile app,referral,
ORD1049535,CUST105202,2024-08-14,2024-08-16,,amanda allen,consumer,united states,los angeles,north america,shipped,2,2,39.22,10.86,7.4,1.99,37.75,0.55,standard,in transit,debit card,paid,website,paid ads,
ORD1049536,CUST111471,2025-07-12,,,kenneth fisher,small business,united states,new york,north america,cancelled,4,4,68.25,0.0,7.41,4.78,80.44,28.93,standard,not shipped,credit card,failed,website,direct,
ORD1049537,CUST115862,2024-03-01,2024-03-03,2024-03-07,christine brown,corporate,united kingdom,birmingham,europe,delivered,3,3,61.21,5.3,4.31,11.18,71.4,24.33,economy,delayed,credit card,paid,mobile app,email marketing,blackfriday24
ORD1049538,CUST123297,2024-12-31,2024-12-31,2025-01-03,scott noble,corporate,canada,vancouver,north america,delivered,5,3,256.21,76.7,0.0,23.34,202.85,19.05,standard,on time,paypal,paid,mobile app,email marketing,summer_sale24
ORD1049539,CUST126543,2024-03-23,2024-03-23,2024-03-27,aaron johnson,corporate,united kingdom,manchester,europe,returned,2,2,66.72,0.0,7.66,13.34,87.72,23.9,standard,returned,gift card,refunded,marketplace,paid ads,loyalty_rewards
ORD1049540,CUST110208,2024-11-27,2024-11-29,2024-12-02,beverly stone,consumer,united kingdom,manchester,europe,delivered,2,2,34.22,4.56,5.73,5.93,41.32,9.58,standard,on time,credit card,paid,website,paid ads,spring_launch25
ORD1049541,CUST131799,2024-07-02,2024-07-02,2024-07-06,lynn adkins,consumer,united states,chicago,north america,delivered,3,3,106.71,21.7,4.61,5.95,95.57,18.41,economy,delayed,debit card,paid,marketplace,referral,
ORD1049542,CUST123151,2025-12-07,2025-12-08,2025-12-11,paul jones,small business,canada,vancouver,north america,delivered,2,2,81.84,7.83,7.77,9.62,91.4,22.11,standard,on time,paypal,paid,marketplace,referral,
ORD1049543,CUST113316,2025-05-02,2025-05-02,2025-05-04,katrina lee,small business,united states,houston,north america,delivered,4,4,81.59,0.0,13.7,5.71,101.0,23.22,express,on time,gift card,paid,website,referral,
ORD1049545,CUST101064,2024-03-23,2024-03-23,2024-03-28,jennifer hodge,consumer,canada,vancouver,north america,delivered,4,4,80.71,0.0,6.44,10.49,97.64,40.26,standard,delayed,paypal,paid,mobile app,email marketing,
ORD1049546,CUST107500,2026-07-04,2026-07-06,,tanya hughes,consumer,germany,munich,europe,shipped,4,4,129.02,0.0,0.0,24.51,153.53,47.58,standard,in transit,credit card,paid,mobile app,organic search,
ORD1049547,CUST125801,2026-03-09,,,william sanchez,corporate,united states,houston,north america,processing,4,3,142.66,0.0,6.54,9.99,159.19,50.35,standard,not shipped,paypal,paid,website,referral,
ORD1049548,CUST122567,2024-08-09,2024-08-09,2024-08-10,cynthia smith,consumer,united kingdom,birmingham,europe,delivered,5,5,196.91,0.0,25.4,39.38,261.69,90.57,same-day,on time,credit card,paid,marketplace,email marketing,blackfriday24
ORD1049549,CUST130130,2025-02-14,2025-02-15,2025-02-16,shelly jarvis,corporate,united kingdom,birmingham,europe,delivered,4,3,117.85,0.0,17.62,23.57,159.04,54.02,express,delayed,credit card,paid,marketplace,email marketing,
ORD1049550,CUST115570,2024-01-24,2024-01-27,2024-01-31,ryan barber,corporate,australia,melbourne,oceania,delivered,7,5,400.56,0.0,0.0,40.06,440.62,143.81,economy,on time,credit card,paid,website,referral,
ORD1049551,CUST103195,2024-06-20,,,tanya meyers,consumer,united states,houston,north america,processing,1,1,7.89,1.24,6.55,0.47,13.67,2.08,standard,not shipped,credit card,paid,mobile app,organic search,
ORD1049552,CUST120207,2026-05-30,2026-06-02,2026-06-09,monica mcbride,consumer,united states,houston,north america,delivered,4,4,124.36,31.27,0.0,6.52,99.61,16.17,economy,on time,debit card,paid,website,social media,
ORD1049553,CUST122833,2026-02-16,,,christopher wells,consumer,united states,houston,north america,processing,4,3,115.14,19.08,4.4,6.72,107.18,37.48,economy,not shipped,credit card,paid,mobile app,referral,
ORD1049554,CUST109034,2025-09-17,2025-09-17,2025-09-21,eric miller,consumer,united kingdom,birmingham,europe,delivered,5,5,209.86,11.33,0.0,39.71,238.24,48.24,standard,on time,gift card,paid,mobile app,organic search,
ORD1049556,CUST108274,2025-08-27,2025-08-27,2025-08-30,lori mathews,consumer,canada,toronto,north america,returned,4,3,54.58,0.0,6.25,7.1,67.93,16.33,standard,returned,debit card,refunded,website,organic search,
ORD1049558,CUST113976,2025-08-09,,,whitney warren,small business,united kingdom,london,europe,cancelled,2,2,38.3,0.0,12.89,7.66,58.85,17.73,express,not shipped,debit card,failed,marketplace,referral,
ORD1049559,CUST120780,2025-10-18,2025-10-19,2025-10-21,tiffany avila,consumer,united states,chicago,north america,delivered,2,2,115.01,12.18,0.0,7.2,110.03,38.38,standard,on time,gift card,paid,marketplace,paid ads,
ORD1049560,CUST114428,2026-03-15,2026-03-17,2026-03-21,jacob strong,corporate,canada,toronto,north america,returned,3,3,81.78,23.16,5.81,7.62,72.05,6.87,standard,returned,bank transfer,refunded,marketplace,referral,
ORD1049561,CUST123964,2024-06-25,2024-06-27,2024-06-30,annette johnson,corporate,united states,new york,north america,delivered,3,3,67.32,6.75,6.14,4.24,70.95,25.95,standard,on time,debit card,paid,mobile app,social media,summer_sale24
ORD1049562,CUST108894,2024-12-30,,,susan shannon,corporate,australia,sydney,oceania,processing,3,3,254.57,27.43,0.0,22.71,249.85,90.3,economy,not shipped,credit card,pending,mobile app,organic search,
ORD1049563,CUST124899,2024-04-10,,,christopher campbell,consumer,united states,new york,north america,processing,3,2,30.34,8.3,3.82,1.54,27.4,2.53,economy,not shipped,credit card,paid,website,direct,
ORD1049564,CUST105202,2024-06-16,2024-06-18,2024-06-22,amanda allen,consumer,united states,houston,north america,delivered,6,5,160.06,0.0,0.0,11.2,171.26,73.52,standard,on time,gift card,paid,marketplace,paid ads,loyalty_rewards
ORD1049565,CUST130669,2024-10-10,2024-10-10,2024-10-18,jennifer king,consumer,united kingdom,birmingham,europe,delivered,4,3,156.6,26.24,4.4,26.07,160.83,43.92,economy,on time,debit card,paid,website,direct,
ORD1049566,CUST113185,2025-07-25,2025-07-27,2025-08-01,gerald maldonado,corporate,united states,houston,north america,delivered,1,1,14.55,0.0,7.68,1.02,23.25,4.94,standard,on time,credit card,paid,website,direct,
ORD1049567,CUST124472,2024-06-11,,,ernest evans,consumer,united kingdom,manchester,europe,cancelled,3,3,106.48,0.0,5.0,21.3,132.78,42.32,standard,not shipped,paypal,failed,mobile app,paid ads,loyalty_rewards
ORD1049568,CUST121135,2024-03-30,,,wesley francis,corporate,united states,houston,north america,cancelled,1,1,13.85,0.0,5.06,0.97,19.88,5.69,standard,not shipped,gift card,failed,website,paid ads,summer_sale24
ORD1049569,CUST124710,2025-04-06,2025-04-08,2025-04-11,erin ross,consumer,united states,unknown,north america,delivered,1,1,30.21,0.0,7.18,2.11,39.5,13.96,standard,on time,credit card,paid,mobile app,organic search,
ORD1049570,CUST125835,2026-04-08,2026-04-11,2026-04-16,jose mcmahon,consumer,united states,houston,north america,delivered,5,4,184.73,33.96,4.89,10.55,166.21,43.71,economy,on time,debit card,paid,website,organic search,
ORD1049571,CUST101558,2026-04-08,2026-04-09,,kimberly johnson,corporate,united states,new york,north america,shipped,1,1,33.71,0.0,7.29,2.36,43.36,16.36,standard,in transit,paypal,paid,website,organic search,
ORD1049572,CUST131691,2026-06-18,2026-06-18,2026-06-20,julie taylor,small business,united states,houston,north america,delivered,4,4,220.0,35.16,13.28,12.94,211.06,38.83,express,delayed,credit card,paid,website,referral,
ORD1049573,CUST100135,2026-01-18,2026-01-18,2026-01-20,michael sweeney,consumer,united kingdom,birmingham,europe,delivered,3,3,84.72,0.0,12.72,16.94,114.38,29.95,express,on time,debit card,paid,website,direct,
ORD1049574,CUST111222,2025-05-02,2025-05-02,2025-05-05,george randolph,consumer,united states,los angeles,north america,delivered,5,5,276.91,71.68,0.0,14.37,219.6,19.63,standard,on time,credit card,paid,website,paid ads,
ORD1049575,CUST117375,2024-12-20,2024-12-21,2024-12-25,tamara cannon,consumer,canada,vancouver,north america,delivered,3,3,54.83,0.0,6.73,7.13,68.69,21.12,standard,on time,gift card,paid,website,paid ads,
ORD1049576,CUST127611,2025-06-23,2025-06-25,2025-06-27,april stephens,corporate,canada,toronto,north america,delivered,1,1,23.59,3.61,6.5600000000000005,2.6,29.14,5.6,standard,on time,credit card,paid,website,email marketing,summer_sale24
ORD1049577,CUST117150,2025-04-06,2025-04-07,2025-04-08,dylan cole,consumer,united states,new york,north america,delivered,4,3,321.87,26.740000000000066,16.85,20.66,332.64,108.59,express,on time,credit card,paid,mobile app,direct,
ORD1049578,CUST124258,2024-11-06,,,eric poole,corporate,united states,houston,north america,processing,7,6,339.13,0.0,0.0,23.74,362.87,105.38,standard,not shipped,credit card,paid,social media,referral,
ORD1049579,CUST106000,2025-09-18,,,vanessa howard,small business,united states,new york,north america,cancelled,1,1,38.69,0.0,7.43,2.71,48.83,18.81,standard,not shipped,credit card,refunded,website,email marketing,blackfriday25
ORD1049580,CUST108018,2026-07-20,2026-07-20,2026-07-22,jessica campos,consumer,united states,chicago,north america,delivered,5,4,136.24,0.0,6.57,9.54,152.35,57.52,standard,on time,debit card,paid,social media,paid ads,
ORD1049581,CUST113598,2026-03-22,2026-03-22,2026-03-25,christina chapman,consumer,united kingdom,london,europe,delivered,2,2,56.98,0.0,7.27,11.4,75.65,27.59,standard,on time,bank transfer,paid,website,paid ads,summer_sale24
ORD1049582,CUST126732,2024-11-01,2024-11-01,,julie williams,consumer,canada,toronto,north america,shipped,2,2,103.3,0.0,0.0,13.43,116.73,39.23,express,in transit,debit card,paid,website,paid ads,
ORD1049583,CUST115482,2026-04-05,2026-04-05,,christopher brown,consumer,germany,berlin,europe,shipped,2,2,66.93,0.0,7.48,12.72,87.13,25.45,standard,in transit,gift card,paid,marketplace,email marketing,
ORD1049584,CUST102567,2024-10-28,2024-10-28,2024-10-30,mary parker,consumer,united kingdom,london,europe,delivered,3,2,52.2,0.0,15.51,10.44,78.15,24.45,express,on time,debit card,paid,marketplace,organic search,
ORD1049585,CUST100323,2026-07-02,2026-07-02,2026-07-02,cindy malone,consumer,united states,los angeles,north america,delivered,7,3,177.43,0.0,23.59,12.42,213.44,64.03,same-day,delayed,paypal,paid,website,direct,
ORD1049586,CUST116530,2025-11-29,2025-12-02,,david newman,small business,united states,houston,north america,shipped,1,1,17.71,0.0,4.2,1.24,23.15,6.02,economy,in transit,credit card,paid,mobile app,organic search,
ORD1049587,CUST128180,2024-10-04,2024-10-05,2024-10-09,lori fritz,consumer,united states,houston,north america,delivered,5,4,84.18,0.0,5.06,5.89,95.13,32.64,standard,on time,credit card,paid,mobile app,referral,
ORD1049588,CUST123898,2024-08-08,2024-08-09,,michael colon,corporate,australia,brisbane,oceania,shipped,4,3,180.39,45.79,0.0,13.46,148.06,7.61,standard,in transit,credit card,paid,marketplace,social media,loyalty_rewards
ORD1049589,CUST126765,2024-02-02,2024-02-04,,krista moreno,corporate,united states,los angeles,north america,shipped,4,2,119.96,25.69,0.0,6.6,100.87,26.49,standard,in transit,paypal,paid,social media,organic search,
ORD1049590,CUST108181,2025-03-13,2025-03-15,2025-03-17,jacob owens,consumer,united kingdom,london,europe,delivered,1,1,79.93,21.64,6.53,11.66,76.48,6.1,standard,on time,gift card,pending,marketplace,social media,
ORD1049591,CUST121602,2025-06-16,2025-06-17,2025-06-22,mrs. emily randall,corporate,united states,houston,north america,delivered,2,2,32.21,9.5,5.93,1.59,30.23,1.4,standard,on time,paypal,paid,website,organic search,
ORD1049592,CUST118382,2024-12-07,2024-12-09,2024-12-13,mr. jordan pena,consumer,canada,vancouver,north america,returned,1,1,82.48,0.0,5.79,10.72,98.99,36.48,standard,returned,credit card,refunded,website,social media,loyalty_rewards
ORD1049593,CUST109797,2026-05-07,2026-05-09,2026-05-13,john thomas,consumer,united kingdom,london,europe,delivered,3,3,132.71,13.1,7.13,23.92,150.66,31.39,standard,on time,credit card,paid,website,organic search,
ORD1049594,CUST117549,2026-02-08,2026-02-08,2026-02-12,ryan hutchinson,consumer,australia,brisbane,oceania,delivered,3,2,43.88,3.49,3.82,4.04,48.25,15.36,economy,on time,debit card,paid,website,organic search,
ORD1049595,CUST100848,2024-02-17,2024-02-17,2024-02-21,james nelson,consumer,united states,new york,north america,delivered,6,6,88.82,18.13,5.42,4.95,81.06,7.54,standard,on time,credit card,paid,website,organic search,
ORD1049596,CUST128985,2024-06-15,,,kristin allen,consumer,canada,vancouver,north america,processing,3,3,56.54,0.0,7.77,7.35,71.66,18.37,standard,not shipped,credit card,paid,website,email marketing,
ORD1049597,CUST112576,2024-06-22,2024-06-24,2024-06-26,mark roberts,consumer,united kingdom,london,europe,delivered,3,2,58.62,0.0,5.01,11.72,75.35,28.55,standard,on time,debit card,paid,website,social media,spring_launch25
ORD1049599,CUST117493,2024-02-13,2024-02-14,2024-02-16,jeffrey morrison,consumer,united states,houston,north america,delivered,3,3,25.41,0.0,16.04,1.78,43.23,9.76,express,on time,debit card,paid,website,referral,
ORD1049600,CUST101611,2025-04-10,2025-04-10,2025-04-13,katherine jenkins,consumer,united states,houston,north america,delivered,5,5,171.93,20.75,7.96,10.58,169.72,58.98,standard,on time,paypal,paid,website,referral,
ORD1049601,CUST122582,2024-11-21,2024-11-22,,paul mendoza,consumer,united kingdom,manchester,europe,shipped,4,4,102.23,0.0,5.74,20.45,128.42,50.41,standard,in transit,credit card,paid,mobile app,social media,spring_launch25
ORD1049602,CUST113962,2024-02-08,2024-02-09,2024-02-14,jennifer martin,small business,germany,berlin,europe,delivered,2,2,45.05,3.07,5.54,7.98,55.5,9.89,standard,on time,paypal,paid,website,paid ads,
ORD1049603,CUST111757,2024-04-20,2024-04-22,2024-04-26,jason burns,consumer,united states,los angeles,north america,returned,1,1,41.4,0.0,7.85,2.9,52.15,18.18,standard,returned,credit card,refunded,website,referral,
ORD1049604,CUST128025,2025-05-23,,,robert walker,consumer,germany,hamburg,europe,cancelled,2,2,59.55,0.0,14.63,11.31,85.49,28.49,express,not shipped,credit card,refunded,mobile app,paid ads,
ORD1049605,CUST124306,2024-08-11,2024-08-11,2024-08-16,autumn wells,small business,united states,houston,north america,delivered,2,2,44.93,0.0,6.28,3.15,54.36,15.17,standard,on time,paypal,paid,website,organic search,
ORD1049606,CUST116745,2026-06-07,2026-06-09,2026-06-11,jillian eaton,consumer,canada,toronto,north america,delivered,3,3,258.31,0.0,6.57,33.58,298.46,86.19,standard,on time,gift card,paid,website,referral,
ORD1049608,CUST131787,2024-11-23,2024-11-23,2024-11-26,samuel bishop,small business,united states,houston,north america,delivered,4,4,188.93,0.0,6.3,13.23,208.46,79.08,standard,on time,bank transfer,paid,mobile app,referral,
ORD1049609,CUST110523,2025-08-31,2025-09-01,2025-09-03,barbara campos,consumer,australia,sydney,oceania,delivered,4,4,63.96,0.0,12.25,6.4,82.61,20.61,express,on time,credit card,paid,mobile app,direct,
ORD1049610,CUST112698,2025-03-08,2025-03-10,2025-03-13,jodi ramirez,small business,united states,los angeles,north america,delivered,2,2,65.23,0.0,6.86,4.57,76.66,23.12,standard,on time,paypal,paid,website,social media,
ORD1049611,CUST114290,2025-02-09,2025-02-11,2025-02-16,corey taylor,consumer,united states,chicago,north america,delivered,5,4,127.13,0.0,0.0,8.9,136.03,52.6,standard,on time,credit card,paid,mobile app,direct,
ORD1049612,CUST119265,2026-05-03,2026-05-05,2026-05-09,thomas johnson,consumer,germany,hamburg,europe,delivered,4,2,98.91,5.66,6.75,17.72,117.72,32.41,standard,delayed,credit card,paid,website,social media,
ORD1049613,CUST121903,2025-09-24,2025-09-25,2025-10-02,steven stewart,corporate,united states,new york,north america,returned,3,1,86.07,0.0,3.15,6.02,95.24,40.92,economy,returned,debit card,refunded,website,referral,
ORD1049614,CUST127772,2025-11-27,2025-11-27,2025-11-30,patrick coleman,consumer,united states,new york,north america,delivered,2,2,26.85,6.23,6.18,1.44,28.24,6.58,standard,on time,paypal,paid,website,email marketing,
ORD1049615,CUST112006,2024-03-25,,,andres oconnor,consumer,united states,new york,north america,processing,3,3,226.72,30.53,4.25,13.73,214.17,75.24,economy,not shipped,credit card,pending,website,organic search,
ORD1049616,CUST113500,2025-04-20,2025-04-20,,charles cook,consumer,united states,los angeles,north america,shipped,5,5,89.46,9.96,7.65,5.57,92.72,24.56,standard,in transit,paypal,paid,website,direct,
ORD1049617,CUST108605,2024-08-22,,,dr. tina baker,consumer,canada,toronto,north america,cancelled,3,3,172.38,0.0,17.36,22.41,212.15,52.66,express,not shipped,credit card,refunded,mobile app,email marketing,
ORD1049618,CUST101562,2024-02-18,2024-02-19,,michael graham iv,corporate,canada,vancouver,north america,shipped,2,2,75.99,0.0,13.78,9.88,99.65,23.06,express,in transit,credit card,paid,marketplace,paid ads,blackfriday24
ORD1049619,CUST117824,2024-07-20,,,nicole turner,consumer,united states,new york,north america,cancelled,5,3,171.11,0.0,0.0,11.98,183.09,71.2,standard,not shipped,paypal,refunded,website,direct,
ORD1049620,CUST128473,2024-05-16,2024-05-18,2024-05-23,robert collins,corporate,australia,melbourne,oceania,delivered,3,2,148.98,0.0,0.0,14.9,163.88,48.12,standard,on time,gift card,paid,website,referral,
ORD1049622,CUST111117,2024-03-05,2024-03-07,2024-03-10,angela lloyd,consumer,united states,chicago,north america,delivered,5,2,66.77,0.0,5.269999999999998,4.67,76.71,19.64,standard,on time,paypal,paid,website,direct,
ORD1049623,CUST114573,2024-04-15,2024-04-15,2024-04-16,benjamin hernandez,consumer,united states,houston,north america,delivered,6,3,144.64,0.0,0.0,10.12,154.76,65.57,same-day,on time,credit card,paid,website,social media,
ORD1049624,CUST112389,2025-11-20,2025-11-20,2025-11-22,dwayne lester,consumer,united kingdom,birmingham,europe,returned,1,1,15.67,0.0,7.3,3.13,26.1,4.68,standard,returned,credit card,refunded,website,social media,loyalty_rewards
ORD1049625,CUST114401,2024-07-13,2024-07-15,2024-07-18,heather hunt,corporate,united states,houston,north america,delivered,4,3,44.98,5.47,5.7,2.77,47.98,14.98,standard,on time,credit card,paid,website,referral,
ORD1049626,CUST118209,2026-04-09,,,thomas avila,corporate,united states,los angeles,north america,processing,3,2,85.1,0.0,22.43,5.96,113.49,28.48,same-day,not shipped,paypal,paid,marketplace,direct,
ORD1049627,CUST124903,2025-06-01,2025-06-02,,stephanie reynolds,consumer,united states,los angeles,north america,shipped,4,4,85.42,9.01,16.18,5.35,97.94,33.22,express,in transit,debit card,paid,website,organic search,
ORD1049628,CUST106275,2026-04-11,,,marissa patrick,consumer,germany,hamburg,europe,cancelled,3,2,171.25,34.31,0.0,26.02,162.96,22.15,same-day,not shipped,credit card,refunded,marketplace,organic search,
ORD1049629,CUST129681,2024-05-12,2024-05-13,2024-05-15,karen salinas,corporate,germany,berlin,europe,delivered,1,1,35.72,6.24,12.39,5.6,47.47,8.29,express,on time,paypal,pending,mobile app,organic search,
ORD1049630,CUST101467,2024-11-28,2024-11-28,2024-12-02,aaron wall,consumer,united states,chicago,north america,delivered,3,3,284.48,0.0,6.86,19.91,311.25,119.91,standard,on time,credit card,paid,website,organic search,
ORD1049631,CUST105202,2025-03-31,2025-04-01,2025-04-06,amanda allen,consumer,united states,new york,north america,delivered,4,3,99.42,16.88,7.42,5.78,95.74,30.97,standard,on time,credit card,paid,mobile app,direct,
ORD1049632,CUST131694,2024-10-27,2024-10-29,2024-11-01,jason wilson,corporate,united states,chicago,north america,delivered,2,2,26.45,0.0,7.72,1.85,36.02,8.54,standard,on time,credit card,paid,website,email marketing,
ORD1049633,CUST109619,2026-06-01,2026-06-02,2026-06-08,scott schmidt,consumer,united states,new york,north america,delivered,4,3,206.43,33.92,3.93,12.08,188.52,42.08,economy,delayed,debit card,paid,website,organic search,
ORD1049634,CUST129106,2025-10-28,,,ellen keller,consumer,canada,toronto,north america,processing,9,9,122.28,0.0,22.89,15.9,161.07,41.5,same-day,not shipped,gift card,paid,mobile app,email marketing,
ORD1049635,CUST119367,2024-01-22,2024-01-23,2024-01-24,shawn houston,consumer,united kingdom,birmingham,europe,delivered,2,2,114.05,0.0,17.38,22.81,154.24,55.63,express,on time,gift card,paid,website,direct,
ORD1049636,CUST114730,2024-12-13,2024-12-13,,elizabeth hall,corporate,australia,sydney,oceania,shipped,4,3,80.58,0.0,13.12,8.06,101.76,31.52,express,in transit,credit card,paid,website,social media,
ORD1049637,CUST105202,2024-09-21,2024-09-23,2024-09-28,amanda allen,consumer,united states,houston,north america,delivered,4,3,63.84,0.0,6.99,4.47,75.3,23.75,standard,on time,gift card,paid,marketplace,paid ads,
